date	time	relative time [s]	Cn [P/cm^3]	none	X50(V) [micro-m]	none	
12/13/2016	2:18:26 PM	205.91	21030.722656	NaN	2.136105	NaN	
12/13/2016	2:18:27 PM	207.23	19459.591797	NaN	1.516725	NaN	
12/13/2016	2:18:28 PM	207.92	18564.849609	NaN	0.669694	NaN	
12/13/2016	2:18:29 PM	209.22	18544.388672	NaN	0.794276	NaN	
12/13/2016	2:18:30 PM	209.91	19124.759766	NaN	0.779953	NaN	
12/13/2016	2:18:31 PM	211.20	23873.539062	NaN	0.437606	NaN	
12/13/2016	2:18:32 PM	211.87	17495.507812	NaN	0.502791	NaN	
12/13/2016	2:18:33 PM	213.17	26584.958984	NaN	0.921863	NaN	
12/13/2016	2:18:34 PM	213.81	25535.240234	NaN	0.783070	NaN	
12/13/2016	2:18:35 PM	215.12	21793.964844	NaN	1.229733	NaN	
12/13/2016	2:18:36 PM	215.77	22227.458984	NaN	1.278100	NaN	
12/13/2016	2:18:37 PM	216.97	22443.339844	NaN	2.062233	NaN	
12/13/2016	2:18:38 PM	218.23	19743.839844	NaN	1.015822	NaN	
12/13/2016	2:18:39 PM	218.86	16284.549805	NaN	1.291977	NaN	
12/13/2016	2:18:40 PM	220.06	20505.585937	NaN	0.362188	NaN	
12/13/2016	2:18:41 PM	221.27	24079.826172	NaN	0.794711	NaN	
12/13/2016	2:18:42 PM	221.91	23114.509766	NaN	0.786374	NaN	
12/13/2016	2:18:43 PM	223.16	22009.144531	NaN	0.348638	NaN	
12/13/2016	2:18:44 PM	223.83	20313.414062	NaN	1.107704	NaN	
12/13/2016	2:18:45 PM	224.98	19063.796875	NaN	1.138503	NaN	
12/13/2016	2:18:46 PM	226.23	20889.673828	NaN	0.976758	NaN	
12/13/2016	2:18:47 PM	226.84	19763.050781	NaN	2.560905	NaN	
12/13/2016	2:18:48 PM	228.00	23098.126953	NaN	1.675183	NaN	
12/13/2016	2:18:49 PM	229.23	19251.583984	NaN	0.479672	NaN	
12/13/2016	2:18:50 PM	229.84	15265.169922	NaN	0.837359	NaN	
12/13/2016	2:18:51 PM	230.98	17037.628906	NaN	0.818065	NaN	
12/13/2016	2:18:52 PM	232.14	27244.777344	NaN	1.480154	NaN	
12/13/2016	2:18:53 PM	232.84	19221.603516	NaN	1.543791	NaN	
12/13/2016	2:18:54 PM	234.02	27223.755859	NaN	1.045906	NaN	
12/13/2016	2:18:55 PM	235.27	17473.539062	NaN	0.827179	NaN	
12/13/2016	2:18:56 PM	235.91	16630.787109	NaN	1.433210	NaN	
12/13/2016	2:18:57 PM	237.14	21910.275391	NaN	0.725407	NaN	
12/13/2016	2:18:58 PM	237.77	21174.654297	NaN	0.758530	NaN	
12/13/2016	2:18:59 PM	238.98	21156.925781	NaN	1.956867	NaN	
12/13/2016	2:19:00 PM	240.20	23842.140625	NaN	1.011742	NaN	
12/13/2016	2:19:01 PM	240.87	21451.888672	NaN	1.356197	NaN	
12/13/2016	2:19:02 PM	242.05	22565.751953	NaN	0.723951	NaN	
12/13/2016	2:19:03 PM	243.25	26562.386719	NaN	0.872198	NaN	
12/13/2016	2:19:04 PM	243.91	22541.865234	NaN	0.964975	NaN	
12/13/2016	2:19:05 PM	245.12	19554.617187	NaN	0.459001	NaN	
12/13/2016	2:19:06 PM	245.77	16636.996094	NaN	0.836855	NaN	
12/13/2016	2:19:07 PM	246.91	21870.402344	NaN	2.083359	NaN	
12/13/2016	2:19:08 PM	248.12	19026.468750	NaN	1.683693	NaN	
12/13/2016	2:19:09 PM	248.80	22318.580078	NaN	0.926470	NaN	
12/13/2016	2:19:10 PM	249.92	20658.777344	NaN	0.669598	NaN	
12/13/2016	2:19:11 PM	251.11	22640.578125	NaN	0.976034	NaN	
12/13/2016	2:19:13 PM	252.31	21458.296875	NaN	0.933215	NaN	
12/13/2016	2:19:13 PM	252.98	16060.833984	NaN	1.114930	NaN	
12/13/2016	2:19:14 PM	254.11	19627.800781	NaN	1.204759	NaN	
12/13/2016	2:19:15 PM	254.95	24102.576172	NaN	1.824767	NaN	
12/13/2016	2:19:16 PM	255.97	19775.427734	NaN	0.808634	NaN	
12/13/2016	2:19:17 PM	257.19	23761.662109	NaN	0.776183	NaN	
12/13/2016	2:19:18 PM	257.84	19430.142578	NaN	0.910505	NaN	
12/13/2016	2:19:19 PM	258.95	19235.773437	NaN	1.183267	NaN	
12/13/2016	2:19:20 PM	260.20	18175.064453	NaN	1.313412	NaN	
12/13/2016	2:19:21 PM	260.84	20375.095703	NaN	0.940233	NaN	
12/13/2016	2:19:22 PM	262.06	20027.630859	NaN	0.805906	NaN	
12/13/2016	2:19:23 PM	263.23	15057.040039	NaN	0.939656	NaN	
12/13/2016	2:19:24 PM	263.84	20565.640625	NaN	0.746142	NaN	
12/13/2016	2:19:25 PM	265.09	18900.859375	NaN	2.249831	NaN	
12/13/2016	2:19:26 PM	265.77	24549.849609	NaN	1.120377	NaN	
12/13/2016	2:19:27 PM	266.95	17030.119141	NaN	2.425456	NaN	
12/13/2016	2:19:28 PM	268.20	21840.802734	NaN	1.278574	NaN	
12/13/2016	2:19:29 PM	268.84	20475.007812	NaN	0.921242	NaN	
12/13/2016	2:19:30 PM	270.12	20626.220703	NaN	0.899761	NaN	
12/13/2016	2:19:32 PM	271.36	16690.751953	NaN	1.613405	NaN	
12/13/2016	2:19:32 PM	272.02	23755.638672	NaN	1.056847	NaN	
12/13/2016	2:19:33 PM	273.17	20558.089844	NaN	1.924980	NaN	
12/13/2016	2:19:34 PM	273.81	14712.740234	NaN	0.960786	NaN	
12/13/2016	2:19:35 PM	275.02	17788.800781	NaN	0.942273	NaN	
12/13/2016	2:19:36 PM	276.20	20317.250000	NaN	0.880387	NaN	
12/13/2016	2:19:37 PM	276.81	21853.558594	NaN	1.362556	NaN	
12/13/2016	2:19:38 PM	278.05	25798.972656	NaN	1.127711	NaN	
12/13/2016	2:19:40 PM	279.30	17364.720703	NaN	1.292325	NaN	
12/13/2016	2:19:40 PM	279.95	20817.339844	NaN	1.091469	NaN	
12/13/2016	2:19:41 PM	281.17	17818.839844	NaN	0.627719	NaN	
12/13/2016	2:19:42 PM	281.81	23648.046875	NaN	1.059398	NaN	
12/13/2016	2:19:43 PM	283.11	19421.964844	NaN	1.056645	NaN	
12/13/2016	2:19:45 PM	284.33	25454.861328	NaN	1.078729	NaN	
12/13/2016	2:19:45 PM	284.97	21744.443359	NaN	1.894038	NaN	
12/13/2016	2:19:46 PM	286.25	18211.392578	NaN	0.794688	NaN	
12/13/2016	2:19:47 PM	286.97	21734.248047	NaN	0.870341	NaN	
12/13/2016	2:19:48 PM	288.22	21943.173828	NaN	0.833291	NaN	
12/13/2016	2:19:49 PM	288.86	15455.799805	NaN	1.292732	NaN	
12/13/2016	2:19:50 PM	290.19	21836.130859	NaN	1.355207	NaN	
12/13/2016	2:19:51 PM	290.87	20300.880859	NaN	1.918914	NaN	
12/13/2016	2:19:52 PM	292.11	20264.816406	NaN	1.098869	NaN	
12/13/2016	2:19:53 PM	292.77	21576.197266	NaN	0.581305	NaN	
12/13/2016	2:19:54 PM	294.03	23845.966797	NaN	0.380308	NaN	
12/13/2016	2:19:55 PM	295.28	18182.457031	NaN	1.024487	NaN	
12/13/2016	2:19:56 PM	295.94	19765.369141	NaN	1.061516	NaN	
12/13/2016	2:19:57 PM	297.19	19780.683594	NaN	1.331873	NaN	
12/13/2016	2:19:58 PM	297.86	22781.949219	NaN	0.555002	NaN	
12/13/2016	2:19:59 PM	299.09	18598.720703	NaN	1.657509	NaN	
12/13/2016	2:20:01 PM	300.31	24078.958984	NaN	1.144103	NaN	
12/13/2016	2:20:01 PM	300.97	19752.910156	NaN	0.954953	NaN	
12/13/2016	2:20:02 PM	302.17	23943.667969	NaN	1.453559	NaN	
12/13/2016	2:20:03 PM	302.87	20986.232422	NaN	0.953082	NaN	
12/13/2016	2:20:04 PM	304.08	20249.710937	NaN	1.336227	NaN	
12/13/2016	2:20:05 PM	305.28	25135.800781	NaN	0.468495	NaN	
12/13/2016	2:20:06 PM	305.95	17793.798828	NaN	1.246344	NaN	
12/13/2016	2:20:07 PM	307.16	18216.240234	NaN	1.076279	NaN	
12/13/2016	2:20:08 PM	307.81	19694.246094	NaN	1.033866	NaN	
12/13/2016	2:20:09 PM	309.05	22554.187500	NaN	1.231676	NaN	
12/13/2016	2:20:11 PM	310.30	21074.160156	NaN	2.619648	NaN	
12/13/2016	2:20:11 PM	310.97	22136.111328	NaN	1.071919	NaN	
12/13/2016	2:20:12 PM	312.27	19154.917969	NaN	0.851694	NaN	
12/13/2016	2:20:13 PM	312.91	14580.122070	NaN	0.579649	NaN	
12/13/2016	2:20:14 PM	314.17	18943.662109	NaN	0.384278	NaN	
12/13/2016	2:20:15 PM	314.84	12334.737305	NaN	2.808982	NaN	
12/13/2016	2:20:16 PM	316.16	18526.738281	NaN	1.345540	NaN	
12/13/2016	2:20:17 PM	317.00	15830.955078	NaN	0.851573	NaN	
12/13/2016	2:20:18 PM	318.09	15037.665039	NaN	0.719253	NaN	
12/13/2016	2:20:20 PM	319.33	18156.113281	NaN	0.890038	NaN	
12/13/2016	2:20:20 PM	319.98	21305.341797	NaN	1.045634	NaN	
12/13/2016	2:20:21 PM	321.28	15910.660156	NaN	1.795269	NaN	
12/13/2016	2:20:22 PM	322.00	22389.625000	NaN	1.355575	NaN	
12/13/2016	2:20:23 PM	323.27	17676.875000	NaN	0.497976	NaN	
12/13/2016	2:20:24 PM	323.92	17237.363281	NaN	2.784699	NaN	
12/13/2016	2:20:25 PM	325.25	14828.754883	NaN	0.726085	NaN	
12/13/2016	2:20:26 PM	325.86	18507.722656	NaN	0.776660	NaN	
12/13/2016	2:20:27 PM	327.09	17130.984375	NaN	0.823918	NaN	
12/13/2016	2:20:29 PM	328.36	19339.000000	NaN	1.254411	NaN	
12/13/2016	2:20:29 PM	329.00	16229.725586	NaN	1.754450	NaN	
12/13/2016	2:20:30 PM	330.23	19013.226562	NaN	1.160322	NaN	
12/13/2016	2:20:31 PM	330.94	18296.302734	NaN	1.489596	NaN	
12/13/2016	2:20:32 PM	332.27	22082.316406	NaN	1.548345	NaN	
12/13/2016	2:20:33 PM	332.95	18464.228516	NaN	1.349396	NaN	
12/13/2016	2:20:34 PM	334.22	14726.269531	NaN	3.753435	NaN	
12/13/2016	2:20:35 PM	334.92	16846.681641	NaN	2.077532	NaN	
12/13/2016	2:20:36 PM	336.16	20895.298828	NaN	0.941274	NaN	
12/13/2016	2:20:37 PM	336.80	19600.373047	NaN	2.113354	NaN	
12/13/2016	2:20:38 PM	338.02	19914.355469	NaN	0.938894	NaN	
12/13/2016	2:20:39 PM	339.23	19919.140625	NaN	1.020340	NaN	
12/13/2016	2:20:40 PM	339.86	18514.138672	NaN	1.149644	NaN	
12/13/2016	2:20:41 PM	341.09	17978.666016	NaN	0.472076	NaN	
12/13/2016	2:20:43 PM	342.36	19238.394531	NaN	0.796493	NaN	
12/13/2016	2:20:43 PM	343.00	17096.138672	NaN	0.931011	NaN	
12/13/2016	2:20:44 PM	344.27	24171.498047	NaN	0.540548	NaN	
