date	time	relative time [s]	Cn [P/cm^3]	none	X50(V) [micro-m]	none	
12/13/2016	12:22:41 PM	2854.14	60237.066406	NaN	1.026532	NaN	
12/13/2016	12:22:51 PM	2864.00	59100.234375	NaN	0.703588	NaN	
12/13/2016	12:23:01 PM	2873.86	60567.878906	NaN	0.764568	NaN	
12/13/2016	12:23:10 PM	2883.16	61359.910156	NaN	0.384183	NaN	
12/13/2016	12:23:20 PM	2892.94	63000.835937	NaN	0.785142	NaN	
12/13/2016	12:23:30 PM	2902.94	61742.015625	NaN	1.027727	NaN	
12/13/2016	12:23:40 PM	2912.92	60813.511719	NaN	0.390642	NaN	
12/13/2016	12:23:49 PM	2922.27	60206.363281	NaN	0.903738	NaN	
12/13/2016	12:23:59 PM	2932.22	63021.890625	NaN	0.587311	NaN	
12/13/2016	12:24:09 PM	2942.19	61294.253906	NaN	0.931615	NaN	
12/13/2016	12:24:19 PM	2952.03	59758.214844	NaN	0.708045	NaN	
12/13/2016	12:24:29 PM	2962.05	66702.031250	NaN	0.911633	NaN	
12/13/2016	12:24:38 PM	2971.25	62853.671875	NaN	0.801667	NaN	
12/13/2016	12:24:48 PM	2981.22	61260.375000	NaN	0.662414	NaN	
12/13/2016	12:24:58 PM	2991.33	59126.839844	NaN	0.889062	NaN	
12/13/2016	12:25:08 PM	3001.37	60190.976562	NaN	1.203989	NaN	
12/13/2016	12:25:18 PM	3011.00	64417.304687	NaN	0.697205	NaN	
12/13/2016	12:25:27 PM	3020.20	60460.753906	NaN	0.735894	NaN	
12/13/2016	12:25:37 PM	3030.34	59896.101562	NaN	0.831629	NaN	
12/13/2016	12:25:47 PM	3040.23	63836.886719	NaN	0.788978	NaN	
12/13/2016	12:25:57 PM	3049.89	57675.015625	NaN	0.924538	NaN	
12/13/2016	12:26:06 PM	3059.09	60133.238281	NaN	0.878564	NaN	
12/13/2016	12:26:16 PM	3069.23	56663.437500	NaN	0.857440	NaN	
12/13/2016	12:26:26 PM	3079.67	51381.847656	NaN	0.723504	NaN	
12/13/2016	12:26:36 PM	3089.05	1780.960083	NaN	0.867382	NaN	
12/13/2016	12:26:46 PM	3099.00	4.231968	NaN	0.328024	NaN	
12/13/2016	12:26:56 PM	3108.97	4.236369	NaN	0.245984	NaN	
12/13/2016	12:27:06 PM	3118.97	4.234550	NaN	0.284057	NaN	
12/13/2016	12:27:16 PM	3129.08	3227.968018	NaN	0.752072	NaN	
12/13/2016	12:27:25 PM	3138.45	70847.765625	NaN	1.177789	NaN	
12/13/2016	12:27:35 PM	3148.30	71735.382812	NaN	1.112032	NaN	
12/13/2016	12:27:45 PM	3158.05	73595.414062	NaN	1.171610	NaN	
12/13/2016	12:27:54 PM	3167.41	71159.945312	NaN	1.138302	NaN	
12/13/2016	12:28:04 PM	3176.97	71348.117187	NaN	1.163165	NaN	
12/13/2016	12:28:13 PM	3186.37	70053.976562	NaN	1.012970	NaN	
12/13/2016	12:28:23 PM	3196.20	70291.375000	NaN	1.100215	NaN	
12/13/2016	12:28:33 PM	3206.19	69233.750000	NaN	1.147856	NaN	
12/13/2016	12:28:43 PM	3216.16	70182.687500	NaN	1.276574	NaN	
12/13/2016	12:28:52 PM	3225.41	73768.687500	NaN	1.356599	NaN	
12/13/2016	12:29:02 PM	3235.11	71830.179687	NaN	1.311401	NaN	
12/13/2016	12:29:11 PM	3244.44	74063.390625	NaN	1.247539	NaN	
12/13/2016	12:29:21 PM	3254.12	68576.468750	NaN	1.281403	NaN	
12/13/2016	12:29:31 PM	3264.25	68195.179687	NaN	1.077942	NaN	
12/13/2016	12:29:41 PM	3274.28	69040.906250	NaN	0.896817	NaN	
12/13/2016	12:29:51 PM	3284.42	66584.820312	NaN	1.168743	NaN	
12/13/2016	12:30:01 PM	3294.33	68029.242187	NaN	1.038662	NaN	
12/13/2016	12:30:11 PM	3304.37	68669.093750	NaN	1.140913	NaN	
12/13/2016	12:30:20 PM	3313.56	65500.273437	NaN	1.053382	NaN	
12/13/2016	12:30:30 PM	3323.56	68482.359375	NaN	1.232558	NaN	
12/13/2016	12:30:40 PM	3333.14	69395.859375	NaN	1.034449	NaN	
12/13/2016	12:30:49 PM	3342.30	67316.179687	NaN	1.086480	NaN	
12/13/2016	12:30:58 PM	3351.41	67420.351562	NaN	1.130806	NaN	
12/13/2016	12:31:08 PM	3361.52	65932.953125	NaN	1.285597	NaN	
12/13/2016	12:31:18 PM	3371.17	65336.902344	NaN	1.094651	NaN	
