date	time	relative time [s]	Cn [P/cm^3]	none	X50(V) [micro-m]	none	
12/13/2016	11:39:18 AM	251.52	12751.238281	NaN	1.288090	NaN	
12/13/2016	11:39:19 AM	252.19	14524.779297	NaN	0.891567	NaN	
12/13/2016	11:39:20 AM	253.27	15243.684570	NaN	2.087502	NaN	
12/13/2016	11:39:21 AM	254.36	14413.761719	NaN	0.976195	NaN	
12/13/2016	11:39:22 AM	255.16	14060.949219	NaN	0.774384	NaN	
12/13/2016	11:39:23 AM	256.25	16086.842773	NaN	1.937653	NaN	
12/13/2016	11:39:24 AM	257.14	15438.866211	NaN	0.427887	NaN	
12/13/2016	11:39:25 AM	258.41	13235.164062	NaN	2.254214	NaN	
12/13/2016	11:39:26 AM	259.08	15337.136719	NaN	0.773478	NaN	
12/13/2016	11:39:27 AM	260.17	16435.986328	NaN	0.752855	NaN	
12/13/2016	11:39:28 AM	261.25	14801.046875	NaN	0.703599	NaN	
12/13/2016	11:39:29 AM	262.34	12112.952148	NaN	2.612289	NaN	
12/13/2016	11:39:30 AM	263.72	18199.289062	NaN	1.031742	NaN	
12/13/2016	11:39:31 AM	264.70	15427.106445	NaN	1.930642	NaN	
12/13/2016	11:39:32 AM	265.39	15401.429687	NaN	2.425114	NaN	
12/13/2016	11:39:33 AM	266.44	18066.070312	NaN	1.267323	NaN	
12/13/2016	11:39:34 AM	267.27	19856.287109	NaN	1.419853	NaN	
12/13/2016	11:39:35 AM	268.14	13151.500000	NaN	0.965694	NaN	
12/13/2016	11:39:36 AM	269.22	14843.155273	NaN	0.576092	NaN	
12/13/2016	11:39:37 AM	270.11	14889.969727	NaN	0.936637	NaN	
12/13/2016	11:39:38 AM	271.39	17449.937500	NaN	1.142837	NaN	
12/13/2016	11:39:39 AM	272.61	14065.527344	NaN	1.442370	NaN	
12/13/2016	11:39:40 AM	273.30	15088.930664	NaN	0.871607	NaN	
12/13/2016	11:39:42 AM	275.22	19310.509766	NaN	0.670514	NaN	
12/13/2016	11:39:43 AM	276.12	15573.050781	NaN	0.879751	NaN	
12/13/2016	11:39:44 AM	277.20	14280.881836	NaN	0.667724	NaN	
12/13/2016	11:39:45 AM	278.48	12447.950195	NaN	0.808927	NaN	
12/13/2016	11:39:46 AM	279.17	17610.181641	NaN	0.843594	NaN	
12/13/2016	11:39:47 AM	280.22	16460.289062	NaN	1.145887	NaN	
12/13/2016	11:39:48 AM	281.30	16919.583984	NaN	0.910323	NaN	
12/13/2016	11:39:49 AM	282.19	18725.111328	NaN	1.586584	NaN	
12/13/2016	11:39:50 AM	283.48	14865.691406	NaN	0.856289	NaN	
12/13/2016	11:39:51 AM	284.23	13149.154297	NaN	1.336910	NaN	
12/13/2016	11:39:52 AM	285.52	16356.562500	NaN	1.420236	NaN	
12/13/2016	11:39:53 AM	286.16	15879.099609	NaN	1.032947	NaN	
12/13/2016	11:39:54 AM	287.20	15668.867187	NaN	1.582241	NaN	
12/13/2016	11:39:55 AM	288.30	15809.036133	NaN	1.564153	NaN	
12/13/2016	11:39:56 AM	289.37	13064.967773	NaN	0.481972	NaN	
12/13/2016	11:39:57 AM	290.66	16112.573242	NaN	0.764208	NaN	
12/13/2016	11:39:58 AM	291.33	16478.027344	NaN	0.859252	NaN	
12/13/2016	11:39:59 AM	292.20	15660.231445	NaN	0.988867	NaN	
12/13/2016	11:40:00 AM	293.50	12555.934570	NaN	1.459477	NaN	
12/13/2016	11:40:01 AM	294.14	15714.783203	NaN	1.150340	NaN	
12/13/2016	11:40:02 AM	295.22	15227.594727	NaN	1.233011	NaN	
12/13/2016	11:40:03 AM	296.09	15403.400391	NaN	1.411813	NaN	
12/13/2016	11:40:04 AM	297.58	13939.419922	NaN	1.063775	NaN	
12/13/2016	11:40:05 AM	298.27	17483.955078	NaN	2.100699	NaN	
12/13/2016	11:40:07 AM	299.91	14664.501953	NaN	0.585593	NaN	
